passengerCount,timeStamp
1,2016-09-11-03-0
1,2016-09-11-03-0
1,2016-09-11-03-0
1,2016-09-11-03-0
0,2016-09-11-03-0
0,2016-09-11-03-0
2,2016-09-11-03-0
2,2016-09-11-03-1
2,2016-09-11-03-1
2,2016-09-11-03-1
2,2016-09-11-03-1
2,2016-09-11-03-1
1,2016-09-11-03-1
1,2016-09-11-03-1
0,2016-09-11-03-1
0,2016-09-11-03-1
0,2016-09-11-03-1
1,2016-09-11-03-2
1,2016-09-11-03-2
0,2016-09-11-03-2
0,2016-09-11-03-2
0,2016-09-11-03-2
0,2016-09-11-03-2
1,2016-09-11-03-2
1,2016-09-11-03-2
1,2016-09-11-03-2
2,2016-09-11-03-2
1,2016-09-11-03-3
1,2016-09-11-03-3
1,2016-09-11-03-3
2,2016-09-11-03-3
1,2016-09-11-03-3
1,2016-09-11-03-3
1,2016-09-11-03-3
1,2016-09-11-03-3
1,2016-09-11-03-3
1,2016-09-11-03-3
1,2016-09-11-03-4
1,2016-09-11-03-4
1,2016-09-11-03-4
1,2016-09-11-03-4
2,2016-09-11-03-4
2,2016-09-11-03-4
1,2016-09-11-03-4
1,2016-09-11-03-4
2,2016-09-11-03-4
0,2016-09-11-03-4
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-03-5
0,2016-09-11-04-0
0,2016-09-11-04-0
0,2016-09-11-04-0
2,2016-09-11-04-0
1,2016-09-11-04-0
2,2016-09-11-04-0
2,2016-09-11-04-0
2,2016-09-11-04-0
2,2016-09-11-04-0
2,2016-09-11-04-0
0,2016-09-11-04-1
0,2016-09-11-04-1
2,2016-09-11-04-1
2,2016-09-11-04-1
0,2016-09-11-04-1
0,2016-09-11-04-1
1,2016-09-11-04-1
0,2016-09-11-04-1
0,2016-09-11-04-1
0,2016-09-11-04-1
0,2016-09-11-04-2
0,2016-09-11-04-2
0,2016-09-11-04-2
0,2016-09-11-04-2
0,2016-09-11-04-2
1,2016-09-11-04-2
0,2016-09-11-04-2
0,2016-09-11-04-2
0,2016-09-11-04-2
1,2016-09-11-04-2
1,2016-09-11-04-3
1,2016-09-11-04-3
0,2016-09-11-04-3
1,2016-09-11-04-3
0,2016-09-11-04-3
0,2016-09-11-04-3
0,2016-09-11-04-3
0,2016-09-11-04-3
1,2016-09-11-04-3
0,2016-09-11-04-3
0,2016-09-11-04-4
0,2016-09-11-04-4
1,2016-09-11-04-4
2,2016-09-11-04-4
1,2016-09-11-04-4
1,2016-09-11-04-4
2,2016-09-11-04-4
0,2016-09-11-04-4
0,2016-09-11-04-4
0,2016-09-11-04-4
0,2016-09-11-04-5
0,2016-09-11-04-5
0,2016-09-11-04-5
0,2016-09-11-04-5
0,2016-09-11-04-5
0,2016-09-11-04-5
0,2016-09-11-04-5
0,2016-09-11-04-5
1,2016-09-11-04-5
2,2016-09-11-04-5
1,2016-09-11-05-0
1,2016-09-11-05-0
0,2016-09-11-05-0
0,2016-09-11-05-0
0,2016-09-11-05-0
0,2016-09-11-05-0
0,2016-09-11-05-0
0,2016-09-11-05-0
0,2016-09-11-05-0
1,2016-09-11-05-0
1,2016-09-11-05-1
2,2016-09-11-05-1
1,2016-09-11-05-1
1,2016-09-11-05-1
0,2016-09-11-05-1
0,2016-09-11-05-1
0,2016-09-11-05-1
1,2016-09-11-05-1
1,2016-09-11-05-1
1,2016-09-11-05-1
0,2016-09-11-05-2
1,2016-09-11-05-2
1,2016-09-11-05-2
1,2016-09-11-05-2
1,2016-09-11-05-2
2,2016-09-11-05-2
2,2016-09-11-05-2
2,2016-09-11-05-2
2,2016-09-11-05-2
1,2016-09-11-05-2
1,2016-09-11-05-3
2,2016-09-11-05-3
1,2016-09-11-05-3
0,2016-09-11-05-3
0,2016-09-11-05-3
1,2016-09-11-05-3
1,2016-09-11-05-3
1,2016-09-11-05-3
0,2016-09-11-05-3
0,2016-09-11-05-3
0,2016-09-11-05-4
0,2016-09-11-05-4
0,2016-09-11-05-4
0,2016-09-11-05-4
0,2016-09-11-05-4
0,2016-09-11-05-4
0,2016-09-11-05-4
0,2016-09-11-05-4
0,2016-09-11-05-4
1,2016-09-11-05-4
1,2016-09-11-05-5
2,2016-09-11-05-5
3,2016-09-11-05-5
2,2016-09-11-05-5
2,2016-09-11-05-5
2,2016-09-11-05-5
2,2016-09-11-05-5
1,2016-09-11-05-5
0,2016-09-11-05-5
1,2016-09-11-05-5
2,2016-09-11-06-0
1,2016-09-11-06-0
3,2016-09-11-06-0
0,2016-09-11-06-0
1,2016-09-11-06-0
1,2016-09-11-06-0
0,2016-09-11-06-0
0,2016-09-11-06-0
1,2016-09-11-06-0
1,2016-09-11-06-0
1,2016-09-11-06-1
1,2016-09-11-06-1
3,2016-09-11-06-1
2,2016-09-11-06-1
1,2016-09-11-06-1
0,2016-09-11-06-1
0,2016-09-11-06-1
1,2016-09-11-06-1
0,2016-09-11-06-1
1,2016-09-11-06-1
2,2016-09-11-06-2
2,2016-09-11-06-2
2,2016-09-11-06-2
1,2016-09-11-06-2
1,2016-09-11-06-2
0,2016-09-11-06-2
0,2016-09-11-06-2
0,2016-09-11-06-2
0,2016-09-11-06-2
0,2016-09-11-06-2
0,2016-09-11-06-3
0,2016-09-11-06-3
1,2016-09-11-06-3
1,2016-09-11-06-3
1,2016-09-11-06-3
0,2016-09-11-06-3
0,2016-09-11-06-3
0,2016-09-11-06-3
0,2016-09-11-06-3
0,2016-09-11-06-3
1,2016-09-11-06-4
0,2016-09-11-06-4
0,2016-09-11-06-4
0,2016-09-11-06-4
1,2016-09-11-06-4
0,2016-09-11-06-4
0,2016-09-11-06-4
1,2016-09-11-06-4
1,2016-09-11-06-4
2,2016-09-11-06-4
2,2016-09-11-06-5
2,2016-09-11-06-5
0,2016-09-11-06-5
0,2016-09-11-06-5
0,2016-09-11-06-5
0,2016-09-11-06-5
1,2016-09-11-06-5
0,2016-09-11-06-5
1,2016-09-11-06-5
0,2016-09-11-06-5
0,2016-09-11-07-0
0,2016-09-11-07-0
1,2016-09-11-07-0
0,2016-09-11-07-0
0,2016-09-11-07-0
0,2016-09-11-07-0
1,2016-09-11-07-0
0,2016-09-11-07-0
0,2016-09-11-07-0
0,2016-09-11-07-0
0,2016-09-11-07-1
0,2016-09-11-07-1
0,2016-09-11-07-1
0,2016-09-11-07-1
0,2016-09-11-07-1
0,2016-09-11-07-1
0,2016-09-11-07-1
0,2016-09-11-07-1
1,2016-09-11-07-1
1,2016-09-11-07-1
1,2016-09-11-07-2
2,2016-09-11-07-2
1,2016-09-11-07-2
0,2016-09-11-07-2
0,2016-09-11-07-2
0,2016-09-11-07-2
0,2016-09-11-07-2
1,2016-09-11-07-2
0,2016-09-11-07-2
0,2016-09-11-07-2
2,2016-09-11-07-3
2,2016-09-11-07-3
2,2016-09-11-07-3
2,2016-09-11-07-3
2,2016-09-11-07-3
1,2016-09-11-07-3
1,2016-09-11-07-3
1,2016-09-11-07-3
1,2016-09-11-07-3
1,2016-09-11-07-3
2,2016-09-11-07-4
3,2016-09-11-07-4
2,2016-09-11-07-4
2,2016-09-11-07-4
1,2016-09-11-07-4
1,2016-09-11-07-4
0,2016-09-11-07-4
0,2016-09-11-07-4
0,2016-09-11-07-4
1,2016-09-11-07-4
1,2016-09-11-07-5
0,2016-09-11-07-5
0,2016-09-11-07-5
0,2016-09-11-07-5
1,2016-09-11-07-5
1,2016-09-11-07-5
1,2016-09-11-07-5
1,2016-09-11-07-5
1,2016-09-11-07-5
1,2016-09-11-07-5
0,2016-09-11-08-0
1,2016-09-11-08-0
1,2016-09-11-08-0
0,2016-09-11-08-0
0,2016-09-11-08-0
0,2016-09-11-08-0
2,2016-09-11-08-0
0,2016-09-11-08-0
0,2016-09-11-08-0
0,2016-09-11-08-0
0,2016-09-11-08-1
0,2016-09-11-08-1
0,2016-09-11-08-1
0,2016-09-11-08-1
0,2016-09-11-08-1
0,2016-09-11-08-1
1,2016-09-11-08-1
1,2016-09-11-08-1
1,2016-09-11-08-1
1,2016-09-11-08-1
1,2016-09-11-08-2
1,2016-09-11-08-2
2,2016-09-11-08-2
1,2016-09-11-08-2
1,2016-09-11-08-2
3,2016-09-11-08-2
0,2016-09-11-08-2
0,2016-09-11-08-2
1,2016-09-11-08-2
0,2016-09-11-08-2
0,2016-09-11-08-3
0,2016-09-11-08-3
0,2016-09-11-08-3
2,2016-09-11-08-3
1,2016-09-11-08-3
2,2016-09-11-08-3
2,2016-09-11-08-3
2,2016-09-11-08-3
2,2016-09-11-08-3
2,2016-09-11-08-3
2,2016-09-11-08-4
2,2016-09-11-08-4
2,2016-09-11-08-4
2,2016-09-11-08-4
4,2016-09-11-08-4
2,2016-09-11-08-4
2,2016-09-11-08-4
2,2016-09-11-08-4
1,2016-09-11-08-4
1,2016-09-11-08-4
2,2016-09-11-08-5
1,2016-09-11-08-5
1,2016-09-11-08-5
1,2016-09-11-08-5
1,2016-09-11-08-5
1,2016-09-11-08-5
1,2016-09-11-08-5
1,2016-09-11-08-5
1,2016-09-11-08-5
1,2016-09-11-08-5
0,2016-09-11-09-0
1,2016-09-11-09-0
0,2016-09-11-09-0
1,2016-09-11-09-0
0,2016-09-11-09-0
0,2016-09-11-09-0
1,2016-09-11-09-0
1,2016-09-11-09-0
0,2016-09-11-09-0
0,2016-09-11-09-0
0,2016-09-11-09-1
1,2016-09-11-09-1
1,2016-09-11-09-1
1,2016-09-11-09-1
0,2016-09-11-09-1
0,2016-09-11-09-1
0,2016-09-11-09-1
0,2016-09-11-09-1
0,2016-09-11-09-1
0,2016-09-11-09-1
1,2016-09-11-09-2
1,2016-09-11-09-2
0,2016-09-11-09-2
0,2016-09-11-09-2
0,2016-09-11-09-2
1,2016-09-11-09-2
2,2016-09-11-09-2
2,2016-09-11-09-2
1,2016-09-11-09-2
1,2016-09-11-09-2
2,2016-09-11-09-3
2,2016-09-11-09-3
2,2016-09-11-09-3
2,2016-09-11-09-3
1,2016-09-11-09-3
1,2016-09-11-09-3
1,2016-09-11-09-3
0,2016-09-11-09-3
0,2016-09-11-09-3
0,2016-09-11-09-3
0,2016-09-11-09-4
0,2016-09-11-09-4
0,2016-09-11-09-4
0,2016-09-11-09-4
0,2016-09-11-09-4
2,2016-09-11-09-4
3,2016-09-11-09-4
1,2016-09-11-09-4
0,2016-09-11-09-4
0,2016-09-11-09-4
1,2016-09-11-09-5
2,2016-09-11-09-5
2,2016-09-11-09-5
0,2016-09-11-09-5
0,2016-09-11-09-5
0,2016-09-11-09-5
0,2016-09-11-09-5
1,2016-09-11-09-5
1,2016-09-11-09-5
1,2016-09-11-09-5
2,2016-09-11-10-0
2,2016-09-11-10-0
2,2016-09-11-10-0
2,2016-09-11-10-0
2,2016-09-11-10-0
1,2016-09-11-10-0
3,2016-09-11-10-0
2,2016-09-11-10-0
2,2016-09-11-10-0
3,2016-09-11-10-0
1,2016-09-11-10-1
1,2016-09-11-10-1
3,2016-09-11-10-1
1,2016-09-11-10-1
1,2016-09-11-10-1
3,2016-09-11-10-1
2,2016-09-11-10-1
2,2016-09-11-10-1
1,2016-09-11-10-1
1,2016-09-11-10-1
5,2016-09-11-10-2
2,2016-09-11-10-2
2,2016-09-11-10-2
1,2016-09-11-10-2
2,2016-09-11-10-2
3,2016-09-11-10-2
2,2016-09-11-10-2
2,2016-09-11-10-2
3,2016-09-11-10-2
2,2016-09-11-10-2
3,2016-09-11-10-3
2,2016-09-11-10-3
1,2016-09-11-10-3
1,2016-09-11-10-3
1,2016-09-11-10-3
1,2016-09-11-10-3
1,2016-09-11-10-3
2,2016-09-11-10-3
1,2016-09-11-10-3
2,2016-09-11-10-3
3,2016-09-11-10-4
2,2016-09-11-10-4
3,2016-09-11-10-4
2,2016-09-11-10-4
1,2016-09-11-10-4
1,2016-09-11-10-4
1,2016-09-11-10-4
1,2016-09-11-10-4
1,2016-09-11-10-4
1,2016-09-11-10-4
1,2016-09-11-10-5
2,2016-09-11-10-5
1,2016-09-11-10-5
1,2016-09-11-10-5
1,2016-09-11-10-5
1,2016-09-11-10-5
1,2016-09-11-10-5
1,2016-09-11-10-5
1,2016-09-11-10-5
1,2016-09-11-10-5
1,2016-09-11-11-0
1,2016-09-11-11-0
1,2016-09-11-11-0
1,2016-09-11-11-0
1,2016-09-11-11-0
1,2016-09-11-11-0
1,2016-09-11-11-0
2,2016-09-11-11-0
1,2016-09-11-11-0
1,2016-09-11-11-0
1,2016-09-11-11-1
1,2016-09-11-11-1
1,2016-09-11-11-1
2,2016-09-11-11-1
1,2016-09-11-11-1
1,2016-09-11-11-1
1,2016-09-11-11-1
1,2016-09-11-11-1
1,2016-09-11-11-1
2,2016-09-11-11-1
1,2016-09-11-11-2
2,2016-09-11-11-2
1,2016-09-11-11-2
2,2016-09-11-11-2
1,2016-09-11-11-2
1,2016-09-11-11-2
1,2016-09-11-11-2
1,2016-09-11-11-2
1,2016-09-11-11-2
1,2016-09-11-11-2
1,2016-09-11-11-3
1,2016-09-11-11-3
1,2016-09-11-11-3
2,2016-09-11-11-3
2,2016-09-11-11-3
3,2016-09-11-11-3
2,2016-09-11-11-3
2,2016-09-11-11-3
3,2016-09-11-11-3
2,2016-09-11-11-3
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-4
1,2016-09-11-11-5
1,2016-09-11-11-5
1,2016-09-11-11-5
1,2016-09-11-11-5
1,2016-09-11-11-5
1,2016-09-11-11-5
2,2016-09-11-11-5
3,2016-09-11-11-5
3,2016-09-11-11-5
2,2016-09-11-11-5
2,2016-09-11-12-0
1,2016-09-11-12-0
1,2016-09-11-12-0
1,2016-09-11-12-0
1,2016-09-11-12-0
2,2016-09-11-12-0
1,2016-09-11-12-0
2,2016-09-11-12-0
2,2016-09-11-12-0
0,2016-09-11-12-0
0,2016-09-11-12-1
0,2016-09-11-12-1
0,2016-09-11-12-1
0,2016-09-11-12-1
1,2016-09-11-12-1
1,2016-09-11-12-1
2,2016-09-11-12-1
1,2016-09-11-12-1
1,2016-09-11-12-1
0,2016-09-11-12-1
0,2016-09-11-12-2
0,2016-09-11-12-2
0,2016-09-11-12-2
0,2016-09-11-12-2
0,2016-09-11-12-2
0,2016-09-11-12-2
0,2016-09-11-12-2
0,2016-09-11-12-2
0,2016-09-11-12-2
0,2016-09-11-12-2
1,2016-09-11-12-3
2,2016-09-11-12-3
3,2016-09-11-12-3
1,2016-09-11-12-3
1,2016-09-11-12-3
0,2016-09-11-12-3
0,2016-09-11-12-3
0,2016-09-11-12-3
0,2016-09-11-12-3
0,2016-09-11-12-3
0,2016-09-11-12-4
0,2016-09-11-12-4
0,2016-09-11-12-4
0,2016-09-11-12-4
0,2016-09-11-12-4
0,2016-09-11-12-4
0,2016-09-11-12-4
0,2016-09-11-12-4
0,2016-09-11-12-4
1,2016-09-11-12-4
